domain	tier	tier_name	control_axis	physical_path	rationale	review_status
extracellular-matrix-glycation	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/extracellular-matrix-glycation	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
extracellular-vesicle-sasp-intercellular-aging-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/extracellular-vesicle-sasp-intercellular-aging-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
extreme-heat-cooling-public-health-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/extreme-heat-cooling-public-health-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
eye-injury-urgent-vision-protection-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/eye-injury-urgent-vision-protection-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
eyeglasses-prescription-repair-replacement-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/eyeglasses-prescription-repair-replacement-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
fair-housing-discrimination-reasonable-accommodation-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/fair-housing-discrimination-reasonable-accommodation-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
fall-detection-emergency-response-device-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/fall-detection-emergency-response-device-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
fall-risk-prevention-home-safety-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/fall-risk-prevention-home-safety-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
family-caregiver-respite-work-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/family-caregiver-respite-work-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
family-emergency-communication-reunification-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/family-emergency-communication-reunification-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
family-law-custody-child-support-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/family-law-custody-child-support-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
family-medical-leave-job-protection-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/family-medical-leave-job-protection-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
fatigue-risk-alertness-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/fatigue-risk-alertness-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
feeding-assistance-mealtime-dignity-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/feeding-assistance-mealtime-dignity-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
ferroptosis-lipid-peroxidation-membrane-resilience-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/ferroptosis-lipid-peroxidation-membrane-resilience-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
fertility-preservation-gamete-embryo-cryostorage-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/fertility-preservation-gamete-embryo-cryostorage-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
financial-fiduciary-power-of-attorney-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/financial-fiduciary-power-of-attorney-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
financial-inclusion-payment-systems	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/financial-inclusion-payment-systems	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
financial-resilience-access	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/financial-resilience-access	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
firearm-safe-storage-injury-prevention-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/firearm-safe-storage-injury-prevention-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
fisheries-aquatic-food-systems-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/fisheries-aquatic-food-systems-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
flood-insurance-nfip-claims-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/flood-insurance-nfip-claims-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
fluid-electrolyte-acid-base-homeostasis	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/fluid-electrolyte-acid-base-homeostasis	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
food-bank-pantry-community-food-distribution-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/food-bank-pantry-community-food-distribution-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
food-pharmacy-clinic-pantry-integration-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/food-pharmacy-clinic-pantry-integration-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
food-safety-contamination-control	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/food-safety-contamination-control	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
food-scrap-composting-pest-odor-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/food-scrap-composting-pest-odor-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
food-security-nutrition-access	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/food-security-nutrition-access	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
foster-care-aging-out-independent-living-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/foster-care-aging-out-independent-living-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
fraud-scams-consumer-protection	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/fraud-scams-consumer-protection	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
freight-logistics-port-cold-chain-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/freight-logistics-port-cold-chain-continuity	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
fuel-ev-charging-refueling-access-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/fuel-ev-charging-refueling-access-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
fuel-thermal-energy-service-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/fuel-thermal-energy-service-continuity	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
functioning-quality-of-life-outcomes	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/functioning-quality-of-life-outcomes	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
funeral-cremation-burial-disposition-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/funeral-cremation-burial-disposition-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
furniture-tv-tip-over-anchoring-child-safety-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/furniture-tv-tip-over-anchoring-child-safety-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
